date,UV,exTemp,exHumid,Win_dir,Win_speed,Temp_inL(F),Temp_inL(C),Temp_inH(F),Temp_inH(C),Humi_inL(F),Humi_inL(C),Humi_inH(F),Humi_inH(C),heater_1,CirFan,Insolation,NutSol_Temp,NutSol_EC,NutSol_pH,NutSol_inTemp,NutSol_exTemp,NutSol_inHumid,NutSol_exHumid,NutSol_Insolatn,NutSol_UV,GHa01_height,GHb01_height,GHb02_height,GHb03_height,GHc01_height,GHc02_height,GHc03_height,GHd01_height,GHd02_height,GHd03_height,GHe01_height,GHe02_height,GHe03_height,GHf01_height,GHf03_height
2023-11-27 12:10,53.7,6.1,96,322.6,0,11.33,11.47,16.09,12.68,73.7,72.36,71.33,73.58,1,0.35,71461,14,0.51,6.49,16.08,6,71.32,96,70553,53.1,27.55,25.59,31.08,24.08,27.06,24.55,21.57,16.53,19.55,30.55,39.08,39.06,27.06,29.57,30.06
2023-11-27 12:20,74.7,7,95.3,328.4,0,11.33,11.47,16.31,12.68,73.7,72.36,70.62,73.58,1,0.35,99117,14,0.5,6.51,16.3,7,70.74,95.4,98621,74.4,27.59,25.65,31.14,24.14,27.1,24.59,21.62,16.55,19.59,30.59,39.14,39.1,27.1,29.62,30.1
2023-11-27 12:30,59,7,95,110,0,11.33,11.47,16.49,12.68,73.7,72.36,70.33,73.58,1,0.35,78330,14,0.5,6.5,16.49,7,70.41,95,78958,59.6,27.62,25.72,31.19,24.19,27.14,24.62,21.67,16.57,19.62,30.62,39.19,39.14,27.14,29.67,30.14
2023-11-27 12:40,59.9,7,94.4,14.7,0,11.33,11.47,16.42,12.68,73.7,72.36,71.21,73.58,1,0.35,79707,14,0.5,6.5,16.42,7,71.05,94.5,78140,58.9,27.65,25.78,31.25,24.25,27.19,24.65,21.72,16.59,19.65,30.65,39.25,39.19,27.19,29.72,30.19
2023-11-27 12:50,49.4,7,93.9,4.6,0,11.33,11.47,16.56,12.68,73.7,72.36,71.07,73.58,1,0.35,65485,14,0.5,6.5,16.55,7,70.92,94,68469,51.6,27.69,25.84,31.3,24.3,27.23,24.69,21.76,16.61,19.69,30.69,39.3,39.23,27.23,29.76,30.23
2023-11-27 13:00,49.7,7,93.9,5,0,11.33,11.47,16.59,12.68,73.7,72.36,72.92,73.58,0.2,0.35,65705,14,0.5,6.5,16.57,7,72.72,93.8,63958,48.3,27.72,25.9,31.36,24.36,27.27,24.72,21.81,16.63,19.72,30.72,39.36,39.27,27.27,29.81,30.27
2023-11-27 13:10,96.6,7,94.9,5,0,11.33,11.47,16.82,12.68,73.7,72.36,70.81,73.58,0,0.35,110557,14,0.5,6.49,16.8,7,71.18,94.8,109719,99.5,27.76,25.97,31.41,24.41,27.31,24.76,21.86,16.66,19.76,30.76,39.41,39.31,27.31,29.86,30.31
2023-11-27 13:20,75.8,7.2,94,5,0,11.33,11.47,17.07,12.68,73.7,72.36,70.2,73.58,0,0.35,100436,14,0.5,6.49,17.06,7.2,70.26,94,100409,75.6,27.79,26.03,31.47,24.47,27.35,24.79,21.91,16.68,19.79,30.79,39.47,39.35,27.35,29.91,30.35
2023-11-27 13:30,143,8,92.7,5,0,11.33,11.47,17.34,12.68,73.7,72.36,69.78,73.58,0,0.35,143358,14,0.5,6.5,17.3,8,69.98,92.9,138370,132.5,27.83,26.09,31.53,24.53,27.39,24.83,21.96,16.7,19.83,30.83,39.53,39.39,27.39,29.96,30.39
2023-11-27 13:40,100.4,8,91.8,5,0,11.33,11.47,17.83,12.68,73.7,72.36,68.59,73.58,0,0.35,123289,14,0.5,6.5,17.82,8,68.77,91.8,125665,108.1,27.86,26.15,31.58,24.58,27.44,24.86,22.01,16.72,19.86,30.86,39.58,39.44,27.44,30.01,30.44
2023-11-27 13:50,85.25,6.24,88.22,60.83,0.07,11.33,11.47,16.71,12.68,73.7,72.36,68.36,73.58,0.45,0.35,85007.58,12.56,0.54,5.87,13.22,5.44,51.19,78.8,78895.98,80.45,27.9,26.22,31.64,24.64,27.48,24.9,22.06,16.74,19.9,30.9,39.64,39.48,27.48,30.06,30.48
2023-11-27 14:00,76.8,8,94,5,0,11.33,11.47,17.45,12.68,73.7,72.36,71.07,73.58,1,0.35,93965,14,0.48,6.54,17.46,8,71.09,94,92430,73.5,27.93,26.28,31.69,24.69,27.52,24.93,22.11,16.76,19.93,30.93,39.69,39.52,27.52,30.11,30.52
2023-11-27 14:10,82.45,6.24,88.52,60.73,0.07,11.33,11.47,16.52,12.68,73.7,72.36,70.8,73.58,0.75,0.35,81342.58,12.56,0.53,5.91,13.02,5.44,53.39,79.2,69979.98,73.65,27.97,26.34,31.75,24.75,27.56,24.97,22.15,16.78,19.97,30.97,39.75,39.56,27.56,30.15,30.56
2023-11-27 14:20,78.88,8.31,91.01,23.58,0.02,11.33,11.47,17.37,12.68,73.7,72.36,70.79,73.58,0.98,0.35,95201.86,13.99,0.51,6.56,16.77,7.41,67.57,81.8,85788.33,71.82,28,26.4,31.8,24.8,27.6,25,22.2,16.8,20,31,39.8,39.6,27.6,30.2,30.6
2023-11-27 14:30,79.5,9,91.2,5,0,11.33,11.47,17.74,12.68,73.7,72.36,70.47,73.58,1,0.35,103565,14,0.49,6.55,17.74,9,70.61,91.3,104034,79.4,28.04,26.47,31.86,24.86,27.64,25.04,22.25,16.82,20.04,31.04,39.86,39.64,27.64,30.25,30.64
2023-11-27 14:40,59.4,9,90.9,5,0,11.33,11.47,18.08,12.68,73.7,72.36,69.94,73.58,1,0.35,78844,14,0.49,6.55,18.08,9,69.8,91,81504,61.4,28.07,26.53,31.91,24.91,27.69,25.07,22.3,16.84,20.07,31.07,39.91,39.69,27.69,30.3,30.69
2023-11-27 14:50,31.3,9,91.8,5,0,11.33,11.47,18.03,12.68,73.7,72.36,72.31,73.58,1,0.35,41454,14,0.49,6.54,18.03,9,72.08,91.7,42265,32,28.11,26.59,31.97,24.97,27.73,25.11,22.35,16.86,20.11,31.11,39.97,39.73,27.73,30.35,30.73
2023-11-27 15:00,78.4,9,93.6,5.3,0,11.33,11.47,18.14,12.68,73.7,72.36,72.93,73.58,1,0.35,80360,14,0.49,6.54,18.12,9,73.01,93.6,81127,93.5,28.14,26.65,32.03,25.03,27.77,25.14,22.4,16.88,20.14,31.14,40.03,39.77,27.77,30.4,30.77
2023-11-27 15:10,292.9,9.3,90.4,22.7,0,11.33,11.47,20.13,12.68,73.7,72.36,66.72,73.58,1,0.35,181058,14,0.49,6.53,20.03,9.3,66.75,90.9,174519,271.8,28.18,26.72,32.08,25.08,27.81,25.18,22.45,16.91,20.18,31.18,40.08,39.81,27.81,30.45,30.81
2023-11-27 15:20,261.8,10,82.9,181,0.31,11.33,11.47,23.73,12.68,73.7,72.36,59.93,73.58,1,0.35,178592,14,0.5,6.53,23.6,10,60.08,82.8,183365,278,28.21,26.78,32.14,25.14,27.85,25.21,22.49,16.93,20.21,31.21,40.14,39.85,27.85,30.49,30.85
2023-11-27 15:30,173.9,10,82,179.3,0.15,11.33,11.47,24.86,12.68,73.7,72.36,57.78,73.58,1,0.35,151184,14,0.48,6.52,24.84,10,57.66,82.5,155396,185.1,28.24,26.84,32.19,25.19,27.89,25.24,22.54,16.95,20.24,31.24,40.19,39.89,27.89,30.54,30.89
2023-11-27 15:40,45.6,9.9,82.2,166.2,0.2,11.33,11.47,24.06,12.68,73.7,72.36,58.6,73.58,1,0.35,60505,14,0.48,6.52,24.17,10,58.2,81.7,65219,49.3,28.28,26.9,32.25,25.25,27.94,25.28,22.59,16.97,20.28,31.28,40.25,39.94,27.94,30.59,30.94
2023-11-27 15:50,30.5,9,85.5,170.3,0.1,11.33,11.47,22.37,12.68,73.7,72.36,65.33,73.58,1,0.35,40387,14,0.49,6.52,22.44,9,64.95,85.3,39120,29.6,28.31,26.97,32.3,25.3,27.98,25.31,22.64,16.99,20.31,31.31,40.3,39.98,27.98,30.64,30.98
2023-11-27 16:00,26.9,8.8,90.1,165.7,0.05,11.33,11.47,21.56,12.68,73.7,72.36,67.53,73.58,1,0.35,35585,14,0.49,6.52,21.59,8.8,67.18,89.9,36139,27.3,28.35,27.03,32.36,25.36,28.02,25.35,22.69,17.01,20.35,31.35,40.36,40.02,28.02,30.69,31.02
2023-11-27 16:10,21.9,8.8,87.7,166,0,11.33,11.47,20.89,12.68,73.7,72.36,68.97,73.58,1,0.35,29042,14,0.49,6.53,20.92,8.8,68.94,87.6,28877,21.8,28.38,27.09,32.41,25.41,28.06,25.38,22.74,17.03,20.38,31.38,40.41,40.06,28.06,30.74,31.06
2023-11-27 16:20,24.9,8.4,90.2,181.1,0,11.33,11.47,20.44,12.68,73.7,72.36,68.89,73.58,1,0.35,32931,14,0.48,6.53,20.45,8.4,68.97,90.1,33472,25.3,28.42,27.15,32.47,25.47,28.1,25.42,22.79,17.05,20.42,31.42,40.47,40.1,28.1,30.79,31.1
2023-11-27 16:30,19.4,8,91.9,197,0,11.33,11.47,20.07,12.68,73.7,72.36,70.23,73.58,1,0.35,26005,14,0.49,6.53,20.09,8,70.12,91.9,26569,19.8,28.45,27.22,32.53,25.53,28.14,25.45,22.83,17.07,20.45,31.45,40.53,40.14,28.14,30.83,31.14
2023-11-27 16:40,14.2,8,93,197,0,11.33,11.47,19.57,12.68,73.7,72.36,70.88,73.58,1,0.35,19140,14,0.48,6.53,19.6,8,71.09,93,19243,14.2,28.49,27.28,32.58,25.58,28.19,25.49,22.88,17.09,20.49,31.49,40.58,40.19,28.19,30.88,31.19
2023-11-27 16:50,11.3,8,93.7,197,0,11.33,11.47,19.27,12.68,73.7,72.36,69.1,73.58,1,0.35,15515,14,0.49,6.53,19.29,8,69.28,93.6,15880,11.8,28.52,27.34,32.64,25.64,28.23,25.52,22.93,17.11,20.52,31.52,40.64,40.23,28.23,30.93,31.23
2023-11-27 17:00,6.6,7,94.2,197,0,11.33,11.47,18.89,12.68,73.7,72.36,69.33,73.58,1,0.35,9179,14,0.49,6.53,18.93,7.1,69.64,94.1,9726,7,28.56,27.4,32.69,25.69,28.27,25.56,22.98,17.13,20.56,31.56,40.69,40.27,28.27,30.98,31.27
2023-11-27 17:10,2.8,6.5,95,197,0,11.33,11.47,18.45,12.68,73.7,72.36,66.39,73.58,1,0.35,4264,14,0.49,6.52,18.49,6.6,66.44,95,4502,2.9,28.59,27.47,32.75,25.75,28.31,25.59,23.03,17.16,20.59,31.59,40.75,40.31,28.31,31.03,31.31
2023-11-27 17:20,0.5,6,95.8,197,0,11.33,11.47,18.1,12.68,73.7,72.36,66.04,73.58,0.1,0.35,1318,14,0.49,6.52,18.12,6,66.1,95.8,1439,0.5,28.63,27.53,32.8,25.8,28.35,25.63,23.08,17.18,20.63,31.63,40.8,40.35,28.35,31.08,31.35
2023-11-27 17:30,0,6,96,197,0,11.33,11.47,17.62,12.68,73.7,72.36,65.95,73.58,0,0.35,224,14,0.49,6.52,17.64,6,65.95,96,257,0,28.66,27.59,32.86,25.86,28.39,25.66,23.13,17.2,20.66,31.66,40.86,40.39,28.39,31.13,31.39
2023-11-27 17:40,0,6,97,197,0,11.33,11.47,17.01,12.68,73.7,72.36,67.08,73.58,0.6,0.35,19,12.6,0.43,5.87,15.31,5.4,60.2,87.2,22,0,28.7,27.65,32.91,25.91,28.44,25.7,23.17,17.22,20.7,31.7,40.91,40.44,28.44,31.17,31.44
2023-11-28 6:40,0,0,83.9,267,0,11.33,11.47,12.68,12.68,73.7,72.36,62.57,73.58,1,0.35,1,14,0.48,6.68,12.69,0,62.51,83.8,0,0,35.62,36.18,37.25,31.37,33.09,30.09,30.62,22.21,26.78,37.21,46.93,44.53,32.53,35.53,36.65
2023-11-28 6:50,0,0,84.2,267,0,11.33,11.47,12.58,12.68,73.7,72.36,62.41,73.58,1,0.35,47,14,0.48,6.68,12.58,0,62.49,84.1,42,0,35.76,36.33,37.3,31.45,33.17,30.17,30.76,22.32,26.89,37.32,47.03,44.59,32.59,35.59,36.74
2023-11-28 7:00,0,-0.2,85.2,267,0,11.33,11.47,12.47,12.68,73.7,72.36,62.14,73.58,1,0.35,400,14,0.47,6.67,12.47,-0.2,62.18,85,366,0,35.9,36.49,37.36,31.54,33.24,30.24,30.9,22.42,27.01,37.42,47.13,44.65,32.65,35.65,36.83
2023-11-28 7:10,1,-1,85,267,0,11.33,11.47,12.35,12.68,73.7,72.36,62.08,73.58,1,0.35,2010,14,0.47,6.68,12.36,-1,62.12,85.1,1867,0.9,36.03,36.64,37.41,31.62,33.32,30.32,31.03,22.53,27.13,37.53,47.22,44.72,32.72,35.72,36.92
2023-11-28 7:20,4.1,-1,84.3,267,0,11.33,11.47,12.24,12.68,73.7,72.36,62.3,73.58,1,0.35,6155,14,0.47,6.68,12.25,-1,62.28,84.3,5749,4,36.17,36.79,37.47,31.7,33.4,30.4,31.17,22.63,27.25,37.63,47.32,44.78,32.78,35.78,37.01
2023-11-28 7:30,9.4,-1,85.6,267,0,11.33,11.47,12.2,12.68,73.7,72.36,62.64,73.58,1,0.35,12923,14,0.47,6.68,12.2,-1,62.53,85.5,12462,9.1,36.31,36.94,37.53,31.79,33.47,30.47,31.31,22.73,27.37,37.73,47.42,44.84,32.84,35.84,37.1
2023-11-28 7:40,16,-1,85.6,267,0,11.33,11.47,12.14,12.68,73.7,72.36,62.97,73.58,1,0.35,21278,14,0.47,6.69,12.12,-1,62.93,85.6,20862,15.6,36.45,37.1,37.58,31.87,33.55,30.55,31.45,22.84,27.48,37.84,47.52,44.9,32.9,35.9,37.19
2023-11-28 7:50,22.8,-1,84.9,267,0,11.33,11.47,12.12,12.68,73.7,72.36,63.39,73.58,1,0.35,30042,14,0.47,6.68,12.1,-1,63.6,85,29537,22.2,36.59,37.25,37.64,31.95,33.62,30.62,31.59,22.94,27.6,37.94,47.61,44.97,32.97,35.97,37.28
2023-11-28 8:00,29.1,-0.1,85.4,267,0,11.33,11.47,12.18,12.68,73.7,72.36,63.34,73.58,1,0.35,38525,14,0.47,6.68,12.18,-0.1,63.16,85.4,38133,28.9,36.73,37.4,37.69,32.04,33.7,30.7,31.73,23.05,27.72,38.05,47.71,45.03,33.03,36.03,37.37
2023-11-28 8:10,36.3,0,84.8,267,0,11.33,11.47,12.2,12.68,73.7,72.36,64.26,73.58,1,0.35,48018,14,0.47,6.69,12.2,0,64.19,84.9,46859,35.5,36.87,37.55,37.75,32.12,33.78,30.78,31.87,23.15,27.84,38.15,47.81,45.09,33.09,36.09,37.46
2023-11-28 8:20,84,0.2,80.7,266,0,11.33,11.47,12.45,12.68,73.7,72.36,65.35,73.58,1,0.35,111206,14,0.47,6.69,12.42,0.1,65.34,81.3,107585,81.2,37.01,37.71,37.8,32.2,33.85,30.85,32.01,23.26,27.96,38.26,47.9,45.15,33.15,36.15,37.55
2023-11-28 8:30,145.6,1,71.9,266.5,0,11.33,11.47,13.18,12.68,73.7,72.36,64.45,73.58,1,0.35,144525,14,0.47,6.69,13.12,1,64.69,73,142333,139.2,37.15,37.86,37.86,32.29,33.93,30.93,32.15,23.36,28.07,38.36,48,45.22,33.22,36.22,37.64
2023-11-28 8:40,270.2,2,68.8,266.8,0,11.33,11.47,14.04,12.68,73.7,72.36,62.47,73.58,1,0.35,181104,14,0.47,6.69,13.99,1.9,62.35,68.7,178864,262.6,37.28,38.01,37.91,32.37,34.01,31.01,32.28,23.46,28.19,38.46,48.1,45.28,33.28,36.28,37.74
2023-11-28 8:50,388.8,2,66.6,285.2,0.05,11.33,11.47,14.96,12.68,73.7,72.36,60.97,73.58,1,0.35,215955,14,0.47,6.69,14.92,2,61.13,66.8,213325,379.9,37.42,38.17,37.97,32.45,34.08,31.08,32.42,23.57,28.31,38.57,48.2,45.34,33.34,36.34,37.83
2023-11-28 9:00,525.9,3,65.6,293.7,0,11.33,11.47,16.29,12.68,73.7,72.36,60.67,73.58,1,0.35,256645,14,0.5,6.64,16.15,3,60.63,65.5,253710,516.5,37.56,38.32,38.03,32.54,34.16,31.16,32.56,23.67,28.43,38.67,48.29,45.4,33.4,36.4,37.92
2023-11-28 9:10,682.5,3,60.2,295,0.1,11.33,11.47,18.11,12.68,73.7,72.36,58.02,73.58,1,0.35,300982,14,0.5,6.55,18,3,58.11,60.7,297798,671.1,37.7,38.47,38.08,32.62,34.24,31.24,32.7,23.78,28.55,38.78,48.39,45.47,33.47,36.47,38.01
2023-11-28 9:20,865.7,3,56,169.1,0.36,11.33,11.47,19.86,12.68,73.7,72.36,55.52,73.58,1,0.35,352900,14,0.49,6.5,19.78,3,55.71,56.3,348963,852.3,37.84,38.62,38.14,32.7,34.31,31.31,32.84,23.88,28.66,38.88,48.49,45.53,33.53,36.53,38.1
2023-11-28 9:30,891.4,3.5,51.2,169.9,0.41,11.33,11.47,21.41,12.68,73.7,72.36,53.1,73.58,1,0.35,359988,14,0.5,6.51,21.33,3.4,53.16,51,364853,908.7,37.98,38.78,38.19,32.79,34.39,31.39,32.98,23.98,28.78,38.98,48.59,45.59,33.59,36.59,38.19
2023-11-28 9:40,823.5,4,50.5,153,0.46,11.33,11.47,23.04,12.68,73.7,72.36,50.25,73.58,1,0.35,340512,14,0.49,6.49,22.95,4,50.41,51,338806,817.5,38.12,38.93,38.25,32.87,34.46,31.46,33.12,24.09,28.9,39.09,48.68,45.65,33.65,36.65,38.28
2023-11-28 9:50,937,4,50.7,120.2,0.51,11.33,11.47,24.27,12.68,73.7,72.36,48.83,73.58,0.3,0.35,372833,14,0.5,6.49,24.2,4,48.72,50.6,370044,927.2,38.26,39.08,38.3,32.95,34.54,31.54,33.26,24.19,29.02,39.19,48.78,45.72,33.72,36.72,38.37
2023-11-28 10:00,877,4,50.5,140.1,0.51,11.33,11.47,25.13,12.68,73.7,72.36,46.77,73.58,0,0.35,355709,14,0.49,6.48,25.08,4,46.98,50.8,378208,954.6,38.4,39.24,38.36,33.04,34.62,31.62,33.4,24.3,29.14,39.3,48.88,45.78,33.78,36.78,38.46
2023-11-28 10:10,1076.8,4,49,112.5,0.71,11.33,11.47,25.84,12.68,73.7,72.36,44.93,73.58,0,0.35,415724,14,0.5,6.49,25.81,4,45.25,49,376775,943.6,38.53,39.39,38.41,33.12,34.69,31.69,33.53,24.4,29.25,39.4,48.97,45.84,33.84,36.84,38.55
2023-11-28 10:20,875,4.1,47.2,105.6,0.71,11.33,11.47,21.54,12.68,73.7,72.36,38.1,73.58,0,0.35,355213,14,0.5,6.49,21.88,4.1,37.85,47.5,331012,797.1,38.67,39.54,38.47,33.2,34.77,31.77,33.67,24.51,29.37,39.51,49.07,45.9,33.9,36.9,38.64
2023-11-28 10:30,911.5,4.8,46.6,118.3,0.97,11.33,11.47,24.21,12.68,73.7,72.36,40.7,73.58,0,0.35,366008,14,0.5,6.49,24.02,4.8,41.04,47.1,395644,1013.5,38.81,39.69,38.53,33.29,34.85,31.85,33.81,24.61,29.49,39.61,49.17,45.97,33.97,36.97,38.73
2023-11-28 10:40,865,4.1,43.8,140.7,0.71,11.33,11.47,22.22,12.68,73.7,72.36,36.5,73.58,0,0.35,352333,14,0.5,6.48,22.53,4,36.36,44.3,333215,799.1,38.95,39.85,38.58,33.37,34.92,31.92,33.95,24.71,29.61,39.71,49.27,46.03,34.03,37.03,38.82
2023-11-28 10:50,1066,4.8,43.7,143,0.61,11.33,11.47,22.06,12.68,73.7,72.36,40.47,73.58,0,0.35,413430,14,0.5,6.48,21.85,4.7,40.71,43.3,378313,947.4,39.09,40,38.64,33.45,35,32,34.09,24.82,29.73,39.82,49.36,46.09,34.09,37.09,38.91
2023-11-28 11:00,1097.6,5,42.6,145.7,0.97,11.33,11.47,23.33,12.68,73.7,72.36,34.8,73.58,0.2,0.35,424726,14,0.49,6.48,23.82,5,35.41,42.3,423791,1094.7,39.23,40.15,38.69,33.54,35.08,32.08,34.23,24.92,29.84,39.92,49.46,46.15,34.15,37.15,39
2023-11-28 11:10,953.5,4.7,43.8,127.9,1.22,11.33,11.47,22.17,12.68,73.7,72.36,39.4,73.58,0.8,0.35,382496,14,0.49,6.48,21.89,4.7,39.38,44.5,377473,934.8,39.37,40.3,38.75,33.62,35.15,32.15,34.37,25.03,29.96,40.03,49.56,46.22,34.22,37.22,39.09
2023-11-28 11:20,1224.8,5,42.4,105.4,1.12,11.33,11.47,22.27,12.68,73.7,72.36,35.23,73.58,0,0.35,463713,14.7,0.48,6.51,22.78,5,34.95,42.4,457171,1203.8,39.51,40.46,38.8,33.7,35.23,32.23,34.51,25.13,30.08,40.13,49.65,46.28,34.28,37.28,39.18
2023-11-28 11:30,1250.8,5,42.6,107.8,1.02,11.33,11.47,23.8,12.68,73.7,72.36,37.2,73.58,0,0.35,472250,15,0.49,6.52,23.51,5,37.42,42,472286,1251.2,39.65,40.61,38.86,33.79,35.31,32.31,34.65,25.23,30.2,40.23,49.75,46.34,34.34,37.34,39.27
2023-11-28 11:40,1134.7,5,42.9,129.8,1.02,11.33,11.47,20.75,12.68,73.7,72.36,37.12,73.58,0,0.35,436531,15,0.5,6.51,21.07,5,36.68,43.2,388144,971.7,39.78,40.76,38.91,33.87,35.38,32.38,34.78,25.34,30.32,40.34,49.85,46.4,34.4,37.4,39.36
2023-11-28 11:50,1246,5,43.9,103.4,0.87,11.33,11.47,24.94,12.68,73.7,72.36,34.89,73.58,0,0.35,470580,15,0.5,6.51,25.01,5,34.75,44,472009,1250.4,39.92,40.92,38.97,33.95,35.46,32.46,34.92,25.44,30.44,40.44,49.95,46.47,34.47,37.47,39.45
2023-11-28 12:00,1369,5.1,44.7,172.4,0.77,11.33,11.47,22.14,12.68,73.7,72.36,36.76,73.58,0,0.35,509604,15,0.5,6.51,21.79,5,36.8,44.7,527138,1425.6,40.06,41.07,39.03,34.04,35.53,32.53,35.06,25.55,30.55,40.55,50.04,46.53,34.53,37.53,39.54
2023-11-28 12:10,558.8,5.2,47.9,164.2,0.82,11.33,11.47,21.11,12.68,73.7,72.36,36.23,73.58,0.2,0.35,266465,15,0.49,6.51,21.43,5.2,36.42,47.8,282882,617.3,40.2,41.22,39.08,34.12,35.61,32.61,35.2,25.65,30.67,40.65,50.14,46.59,34.59,37.59,39.63
2023-11-28 12:20,977,5,48.5,122.5,0.82,11.33,11.47,23.32,12.68,73.7,72.36,39.72,73.58,0.6,0.35,390048,15,0.49,6.51,23.1,5,39.98,47.8,368931,904.1,40.34,41.37,39.14,34.2,35.69,32.69,35.34,25.76,30.79,40.76,50.24,46.65,34.65,37.65,39.72
2023-11-28 12:30,782.5,4.5,49.9,145.8,1.28,11.33,11.47,22.1,12.68,73.7,72.36,37.33,73.58,0,0.35,333448,15,0.49,6.51,22.6,4.6,37.57,49.8,332987,779.1,40.48,41.53,39.19,34.29,35.76,32.76,35.48,25.86,30.91,40.86,50.34,46.72,34.72,37.72,39.81
2023-11-28 12:40,1094.8,4.9,49.1,186.7,1.12,11.33,11.47,24.17,12.68,73.7,72.36,37.16,73.58,0,0.35,427193,15,0.48,6.51,23.89,4.8,37.31,49.2,384139,952.3,40.62,41.68,39.25,34.37,35.84,32.84,35.62,25.96,31.03,40.96,50.43,46.78,34.78,37.78,39.9
2023-11-28 12:50,1082.5,5,50.6,159.3,1.02,11.33,11.47,21.2,12.68,73.7,72.36,39.28,73.58,0,0.35,423298,15,0.48,6.51,21.22,5,38.4,50.8,454059,1187.9,40.76,41.83,39.3,34.45,35.92,32.92,35.76,26.07,31.14,41.07,50.53,46.84,34.84,37.84,39.99
2023-11-28 13:00,1095.6,5.6,49.5,138.8,0.97,11.33,11.47,23.73,12.68,73.7,72.36,35.76,73.58,0,0.35,425675,15,0.48,6.51,23.94,5.7,35.53,49.1,420161,1075.2,40.9,41.99,39.36,34.54,35.99,32.99,35.9,26.17,31.26,41.17,50.63,46.9,34.9,37.9,40.08
2023-11-28 13:10,269.7,4.3,53,130,0.36,11.33,11.47,20.09,12.68,73.7,72.36,45.06,73.58,0,0.35,181096,15,0.48,6.51,20.05,4.4,44.55,52.7,188478,294.3,41.03,42.14,39.41,34.62,36.07,33.07,36.03,26.28,31.38,41.28,50.72,46.97,34.97,37.97,40.17
2023-11-28 13:20,333.1,4,54.6,150,0.46,11.33,11.47,20.59,12.68,73.7,72.36,47.77,73.58,0,0.35,198471,15,0.48,6.53,20.57,4,47.65,54.6,189253,299.7,41.17,42.29,39.47,34.7,36.15,33.15,36.17,26.38,31.5,41.38,50.82,47.03,35.03,38.03,40.26
2023-11-28 13:30,382.9,4,54.9,150.3,0.87,11.33,11.47,20.98,12.68,73.7,72.36,48.99,73.58,0,0.35,213142,15,0.47,6.56,20.94,4,49.06,55.1,218689,402.9,41.31,42.44,39.53,34.79,36.22,33.22,36.31,26.48,31.62,41.48,50.92,47.09,35.09,38.09,40.35
2023-11-28 13:40,558.7,4.5,55.4,147.1,0.77,11.33,11.47,22.18,12.68,73.7,72.36,48.7,73.58,0,0.35,265014,15,0.47,6.55,22.1,4.4,48.36,55.3,268453,570,41.45,42.6,39.58,34.87,36.3,33.3,36.45,26.59,31.73,41.59,51.02,47.15,35.15,38.15,40.44
2023-11-28 13:50,538.7,4.2,59.4,127.3,0.77,11.33,11.47,22.06,12.68,73.7,72.36,48.94,73.58,0,0.35,260157,15,0.47,6.54,22.07,4.2,48.86,59.3,252961,512.9,41.59,42.75,39.64,34.95,36.37,33.37,36.59,26.69,31.85,41.69,51.11,47.22,35.22,38.22,40.53
2023-11-28 14:00,360.5,4,60.6,152.9,0.66,11.33,11.47,22.57,12.68,73.7,72.36,48.31,73.58,0,0.35,205786,15,0.47,6.54,22.62,4,48.32,59.9,226549,430.4,41.73,42.9,39.69,35.04,36.45,33.45,36.73,26.8,31.97,41.8,51.21,47.28,35.28,38.28,40.62
2023-11-28 14:10,262.2,4,63.3,144.2,0.77,11.33,11.47,20.99,12.68,73.7,72.36,50.32,73.58,0,0.35,178464,15,0.47,6.53,21.04,4,50.51,63.1,190129,303.4,41.87,43.05,39.75,35.12,36.53,33.53,36.87,26.9,32.09,41.9,51.31,47.34,35.34,38.34,40.71
2023-11-28 14:20,311.9,3.9,64.8,153.4,0.41,11.33,11.47,20.02,12.68,73.7,72.36,53.06,73.58,0.5,0.35,191792,15,0.47,6.54,20.06,3.8,52.9,65.1,176089,257.8,42.01,43.21,39.8,35.2,36.6,33.6,37.01,27.01,32.21,42.01,51.4,47.4,35.4,38.4,40.8
2023-11-28 14:30,396.9,3.8,66.7,137.3,0.87,11.33,11.47,20.09,12.68,73.7,72.36,52.98,73.58,1,0.35,218033,15,0.47,6.54,20.06,3.7,53.1,66.5,197463,326.3,42.15,43.36,39.86,35.29,36.68,33.68,37.15,27.11,32.32,42.11,51.5,47.47,35.47,38.47,40.89
2023-11-28 14:40,508.7,4,66,140.2,1.12,11.33,11.47,21.72,12.68,73.7,72.36,51.1,73.58,1,0.35,250976,15,0.47,6.54,21.63,4,51.4,66.3,244636,488.5,42.28,43.51,39.91,35.37,36.76,33.76,37.28,27.21,32.44,42.21,51.6,47.53,35.53,38.53,40.99
2023-11-28 14:50,432.2,4,66.1,119.9,1.02,11.33,11.47,23.39,12.68,73.7,72.36,48.6,73.58,1,0.35,228885,15,0.47,6.53,23.36,4,48.89,66.4,220458,403.6,42.42,43.67,39.97,35.45,36.83,33.83,37.42,27.32,32.56,42.32,51.7,47.59,35.59,38.59,41.08
2023-11-28 15:00,349,4,66.2,152.3,0.56,11.33,11.47,24,12.68,73.7,72.36,47.55,73.58,0.2,0.35,202995,15,0.47,6.54,23.98,4,47.4,65.9,197849,331.9,42.56,43.82,40.03,35.54,36.91,33.91,37.56,27.42,32.68,42.42,51.79,47.65,35.65,38.65,41.17
